raw_SMILES,reaxys_id,SMILES,cas_number
CC1=C(F)C(O)=C(Br)C=C1,23170162,Cc1ccc(Br)c(O)c1F,1310416-52-4
CCOC(=O)C#CC1=CC(Br)=CC=C1,23287686,CCOC(=O)C#Cc1cccc(Br)c1,1289203-51-5
COC1=C(C=C(Br)C=C1C)C(O)=O,23482886,COc1c(C)cc(Br)cc1C(=O)O,159121-84-3
COC(=O)C1=CC(Br)=CC(=C1)C(N)=O,23482906,COC(=O)c1cc(Br)cc(C(N)=O)c1,1427407-54-2
FC(F)(F)C1=CC([C@H](CCC=C)NC(=O)OCC2=CC=CC=C2)=C(Br)C=C1,23494210,C=CCC[C@H](NC(=O)OCc1ccccc1)c1cc(C(F)(F)F)ccc1Br,1432055-10-1
CON(C)C(=O)CC(C1=CC=C(Br)C=C1)C1=CC=CC=C1C,23495466,CON(C)C(=O)CC(c1ccc(Br)cc1)c1ccccc1C,1354808-44-8
CON(C)C(=O)C[C@H](C1=CC=C(Br)C=C1)C1=CC=CC=C1C,23495467,CON(C)C(=O)C[C@H](c1ccc(Br)cc1)c1ccccc1C,1354810-21-1
BrC1=CC=CC(NC(=O)C2=NC=CC=C2)=C1,23504185,O=C(Nc1cccc(Br)c1)c1ccccn1,879767-00-7
CON(C)C(=O)C[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=C1C,23529698,CON(C)C(=O)C[C@@H](c1ccc(Br)cc1)c1ccccc1C,1354810-20-0
FC(F)(F)C1(CC(=NO1)C1=CC(CBr)=C(Br)C=C1)C1=CC(Cl)=CC(Cl)=C1,23545818,FC(F)(F)C1(c2cc(Cl)cc(Cl)c2)CC(c2ccc(Br)c(CBr)c2)=NO1,1437779-65-1
COC1=CC(OC)=C(CNC(=O)C2=C(N(N=C2)C2CCOCC2)C2=C(Cl)C=C(Br)C=C2)C=C1,23594492,COc1ccc(CNC(=O)c2cnn(C3CCOCC3)c2-c2ccc(Br)cc2Cl)c(OC)c1,1449699-96-0
OC(=CC(=O)C1=CC=C(Br)C=C1)C(F)(F)F,23630438,O=C(C=C(O)C(F)(F)F)c1ccc(Br)cc1,364340-35-2
BrC1=CC(=CC=C1)C(=O)CC=C,23635844,C=CCC(=O)c1cccc(Br)c1,1251033-94-9
NC1=CC=CC=C1C#CC1=CC(Br)=CC=C1,23700320,Nc1ccccc1C#Cc1cccc(Br)c1,1438414-72-2
COC1=CC2=NC=NC(NC3=CC=C(Br)C=C3F)=C2C=C1OCCCCl,23708454,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OCCCCl,1437310-79-6
CC1=C(C)C=C(C=O)C(Br)=C1,23895292,Cc1cc(Br)c(C=O)cc1C,1450812-17-5
BrC1=CC=C(OCC2COC2)C=C1,23961291,Brc1ccc(OCC2COC2)cc1,1393688-54-4
FC1=CC=C(N=N#N)C(Br)=C1,23994264,[N-]=[N+]=Nc1ccc(F)cc1Br,85862-81-3
BrC1=CC=C(C=C1)C(=O)CN1C=CC=C1C#N,24014907,N#Cc1cccn1CC(=O)c1ccc(Br)cc1,1460286-42-3
CN1C=NC2=C1C=C(C(=O)NOCCOC=C)C(NC1=C(F)C=C(Br)C=C1)=C2F,24115834,C=COCCONC(=O)c1cc2c(ncn2C)c(F)c1Nc1ccc(Br)cc1F,0
BrC1=CC(=CC=C1)C1NCCC2=C1NC1=CC=CC=C21,25078679,Brc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,0
CC(C)(C)OC(=O)N1CCC(=CC1)C1=C(C=C(Br)C=C1)N(=O)=O,26504679,CC(C)(C)OC(=O)N1CC=C(c2ccc(Br)cc2[N+](=O)[O-])CC1,1534378-19-2
CC(C)(C)OC(=O)N1CCC(=CC1)C1=CC=C(Br)C=C1N,26504680,CC(C)(C)OC(=O)N1CC=C(c2ccc(Br)cc2N)CC1,1534378-18-1
OC1=C(C=C)C=CC(Br)=C1,26539587,C=Cc1ccc(Br)cc1O,1510865-23-2
CC(C)(C#N)C1=CC(Br)=CC(C=O)=C1,26564995,CC(C)(C#N)c1cc(Br)cc(C=O)c1,1541198-99-5
CC(C)(C)C1=CC(=CC(Br)=C1)C(N)CC(O)=O,26565065,CC(C)(C)c1cc(Br)cc(C(N)CC(=O)O)c1,1541197-65-2
CC(C)(C)C1=CC(Br)=CC(=C1)[C@@H](N)CC(O)=O,26565131,CC(C)(C)c1cc(Br)cc([C@@H](N)CC(=O)O)c1,1541197-69-6
FC(F)(C=C)C1=CC=C(Br)C=C1,26568298,C=CC(F)(F)c1ccc(Br)cc1,1537171-97-3
CC1=C(C=C(Br)C=C1)C(=O)NN,26573030,Cc1ccc(Br)cc1C(=O)NN,1194769-56-6
CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(O)=O)NC(=N[C@H]1C1=CC=C(F)C=C1Br)C1=NC=CS1,26679224,CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,1578155-39-1
CC1=CC(Br)=C(C=C1)B(O)O,26866743,Cc1ccc(B(O)O)c(Br)c1,854636-01-4
COC(=O)C1=C(C)N(C(=S)NC1C1=C(Br)C=C(C=C1)C#N)C1=CC(=CC=C1)C(F)(F)F,26909040,COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=S)NC1c1ccc(C#N)cc1Br,1613621-56-9
COC(=O)C1=C(C)N(C(NN)=NC1C1=C(Br)C=C(C=C1)C#N)C1=CC(=CC=C1)C(F)(F)F,26909041,COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(NN)=NC1c1ccc(C#N)cc1Br,1613621-57-0
CC(C)OC(=O)CCC(C=O)C1=CC=C(Br)C=C1,26967763,CC(C)OC(=O)CCC(C=O)c1ccc(Br)cc1,1476776-40-5
CCNC(=O)NNC(=O)CCCC1=CC(Br)=CC=C1,27061544,CCNC(=O)NNC(=O)CCCc1cccc(Br)c1,1616372-70-3
CC(C)(C)OC(=O)NCCCOC1=C(C=C(Br)C=C1)N(=O)=O,27499315,CC(C)(C)OC(=O)NCCCOc1ccc(Br)cc1[N+](=O)[O-],0
COC1=CC=CC(C=C)=C1Br,27687193,C=Cc1cccc(OC)c1Br,0
CCCCC(CC)COC1=CC(Br)=CC=C1,27748326,CCCCC(CC)COc1cccc(Br)c1,0
N[C@H](CO)C1=CC(Br)=CC=C1,27776721,N[C@H](CO)c1cccc(Br)c1,0
COC(=O)[C@@H]1CCCC[C@H]1C(=O)CC1=CC=C(Br)C=C1,27959600,COC(=O)[C@@H]1CCCC[C@H]1C(=O)Cc1ccc(Br)cc1,0
CC(=C)COC1=C(Cl)C=C(Br)C=C1,28009751,C=C(C)COc1ccc(Br)cc1Cl,0
BrCC=CC1=CC=CC=C1Br,28178279,BrCC=Cc1ccccc1Br,0
CCOC(=O)C1=C(CN2CC(F)(F)C[C@@H]2CCC(O)=O)NC(=N[C@H]1C1=C(Br)C=C(F)C=C1)C1=NC=CS1,28253169,CCOC(=O)C1=C(CN2CC(F)(F)C[C@@H]2CCC(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,0
CCOC(=O)C1=C(CN2CCO[C@@H](CCC(O)=O)C2)NC(=N[C@H]1C1=CC=C(F)C=C1Br)C1=NC=CS1,28309400,CCOC(=O)C1=C(CN2CCO[C@@H](CCC(=O)O)C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,0
CCOC(=O)C1=C(CN2CCOC[C@@H]2CCC(O)=O)NC(=N[C@H]1C1=CC=C(F)C=C1Br)C1=NC=CS1,28309401,CCOC(=O)C1=C(CN2CCOC[C@@H]2CCC(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,0
FC1=CC(Br)=C(F)C=C1CCl,28349015,Fc1cc(CCl)c(F)cc1Br,0
OC(=O)CC1(CC(O)=O)CC(=NO1)C1=C(Br)C=CC(OCC2=CC=CC=C2)=C1,28513879,O=C(O)CC1(CC(=O)O)CC(c2cc(OCc3ccccc3)ccc2Br)=NO1,0
OC(=O)[C@H]1CC[C@@H](CC1)C(=O)N1CC[C@](C1)(C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C1=CC=C(Br)C=C1,28582818,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Br)cc3)C2)CC1,0
OC(=O)C1=CC(Br)=CC=C1OCC1CC1,28590386,O=C(O)c1cc(Br)ccc1OCC1CC1,0
NC(=N)C1=C(Cl)C=C(Br)C=C1Cl,28665134,N=C(N)c1c(Cl)cc(Br)cc1Cl,0
NC1=NC=C(N=C1)C1=CC=C(Br)C=C1F,28676194,Nc1cnc(-c2ccc(Br)cc2F)cn1,0
CC1=C(SCC(F)(F)F)C=C(Br)C=C1,28915918,Cc1ccc(Br)cc1SCC(F)(F)F,0
COC1=CC=C(Br)C(C(O)=O)=C1Cl,28930403,COc1ccc(Br)c(C(=O)O)c1Cl,0
COC1=CC=C(Br)C(NC(=O)OC(C)(C)C)=C1Cl,28930404,COc1ccc(Br)c(NC(=O)OC(C)(C)C)c1Cl,0
NC1=C(C=C)C=C(Br)C=C1,28970252,C=Cc1cc(Br)ccc1N,0
FC(F)(F)C1=CC=CC(=C1)N1C(=O)NC(C2=C(Br)C=C(C=C2)C#N)C2=C1CCCC2=O,29090336,N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CCC3)c(Br)c1,0
CCS(=O)(=O)C1=C(C=CC(Br)=C1)C(=O)OC,29270513,CCS(=O)(=O)c1cc(Br)ccc1C(=O)OC,0
COC(=O)C1=C(N)C(I)=C(Br)C(F)=C1,29303632,COC(=O)c1cc(F)c(Br)c(I)c1N,0
O[C@@H]1C[C@@H](N(C1)C(=O)C1=CC=CC=C1)C(=O)C1=CC=C(Br)C=C1,29341807,O=C(c1ccc(Br)cc1)[C@H]1C[C@@H](O)CN1C(=O)c1ccccc1,0
O[C@H]1C[C@H](N(C1)C(=O)C1=CC=CC=C1)C(=O)C1=CC=C(Br)C=C1,29341988,O=C(c1ccc(Br)cc1)[C@@H]1C[C@H](O)CN1C(=O)c1ccccc1,0
CC(C)(C)OC(=O)NC1=C(F)C=C(Br)C(=C1)C(F)(F)F,29457710,CC(C)(C)OC(=O)Nc1cc(C(F)(F)F)c(Br)cc1F,0
BrC1=CC=C(C=C1)N1C(=O)C2=C(C=CC=C2)C2=C1C=CC=C2,29458682,O=c1c2ccccc2c2ccccc2n1-c1ccc(Br)cc1,0
COC(OC)C1=CC=CC(F)=C1Br,29488279,COC(OC)c1cccc(F)c1Br,0
COC(=O)C(CNC=O)C1=CC(Br)=CC=C1,29514935,COC(=O)C(CNC=O)c1cccc(Br)c1,0
ClC1=NC=CC=C1C(=O)NC1=C(C=CC(Br)=C1)N(=O)=O,29594041,O=C(Nc1cc(Br)ccc1[N+](=O)[O-])c1cccnc1Cl,0
NC1=C(NCC2=CC=CN=C2Cl)C=C(Br)C=C1,29594071,Nc1ccc(Br)cc1NCc1cccnc1Cl,0
FC1=CC(Br)=C(C=O)C=C1N(=O)=O,29683871,O=Cc1cc([N+](=O)[O-])c(F)cc1Br,0
CC(C)(C)OC(=O)C1=C(F)C(CCO)=C(Br)C=C1,29781944,CC(C)(C)OC(=O)c1ccc(Br)c(CCO)c1F,0
COC1=C(NC2CC2)C(=CC(Br)=C1)N(=O)=O,29922418,COc1cc(Br)cc([N+](=O)[O-])c1NC1CC1,0
COC1=C(NC2CC2)C(N)=CC(Br)=C1,29922419,COc1cc(Br)cc(N)c1NC1CC1,0
OC1=C2C=CC3=CC=C(Br)C4=C3C2=C(C=C1)C=C4,30014899,Oc1ccc2ccc3c(Br)ccc4ccc1c2c43,0
NC1=C(Br)C(F)=C(Cl)C=C1,30410124,Nc1ccc(Cl)c(F)c1Br,0
CC1=CC=CC(Br)=C1CO,30447650,Cc1cccc(Br)c1CO,0
OCC1=CC(Br)=C(OC(F)F)C=C1,30571998,OCc1ccc(OC(F)F)c(Br)c1,0
COC1=CC(Br)=CC(F)=C1C(C)O,30936986,COc1cc(Br)cc(F)c1C(C)O,0
COC1=CC(Br)=CC(F)=C1C(C)=O,30936987,COc1cc(Br)cc(F)c1C(C)=O,0
BrC1=CC=C(NC(=O)N2CCS(=O)(=O)CC2)C=C1,30979598,O=C(Nc1ccc(Br)cc1)N1CCS(=O)(=O)CC1,0
BrC1=CC=CC(NC(=O)N2CCS(=O)(=O)CC2)=C1,30979668,O=C(Nc1cccc(Br)c1)N1CCS(=O)(=O)CC1,0
OCC1=C(NC(=O)CCl)C=CC=C1Br,31694424,O=C(CCl)Nc1cccc(Br)c1CO,0
COC(=O)C(C)(Br)C1=CC=C(Br)C=C1,31973178,COC(=O)C(C)(Br)c1ccc(Br)cc1,0
CC1(NCCNC1=O)C1=CC=C(Br)C=C1,31973179,CC1(c2ccc(Br)cc2)NCCNC1=O,0
COC(=O)C1=CC=C(C)C(Br)=C1I,32080168,COC(=O)c1ccc(C)c(Br)c1I,0
COC(=O)C1=CC=C(CBr)C(Br)=C1I,32080169,COC(=O)c1ccc(CBr)c(Br)c1I,0
COC(CNCC1=C(Br)C=C(Cl)C=C1)OC,32186643,COC(CNCc1ccc(Cl)cc1Br)OC,0
COC1=C(C=C(F)C(Br)=C1)N1C(=O)C=CC2=C1CCN(C2)S(=O)(=O)NC1=CC=CN=N1,32262134,COc1cc(Br)c(F)cc1-n1c2c(ccc1=O)CN(S(=O)(=O)Nc1cccnn1)CC2,0
CC1=C(CCN)C=CC(Br)=C1,33327647,Cc1cc(Br)ccc1CCN,0
FC(F)(F)CNC1=CC(Br)=CC=C1N(=O)=O,33353666,O=[N+]([O-])c1ccc(Br)cc1NCC(F)(F)F,0
OC(=O)CC1=C(Cl)C=CC=C1Br,33502363,O=C(O)Cc1c(Cl)cccc1Br,0
CCOC1=C(C=C(F)C(Br)=C1)C(=O)OC,33789124,CCOc1cc(Br)c(F)cc1C(=O)OC,0
COC(=O)C1=C(F)C(Cl)=CC=C1Br,34059446,COC(=O)c1c(Br)ccc(Cl)c1F,0
CNS(=O)(=O)C1=CC(Br)=C(NC(C)=O)C=C1,34286428,CNS(=O)(=O)c1ccc(NC(C)=O)c(Br)c1,0
COCOC1=CC(=CC=C1Br)C(=O)OC,34395228,COCOc1cc(C(=O)OC)ccc1Br,0
OC1=C(C=C(Cl)C=C1Br)C(=O)CBr,34561356,O=C(CBr)c1cc(Cl)cc(Br)c1O,0
FC1=CC=C(OC2=C(Br)C=C(C=C2)N(=O)=O)C=C1,34867563,O=[N+]([O-])c1ccc(Oc2ccc(F)cc2)c(Br)c1,0
NC1=C(F)C(Br)=C(F)C=C1I,34969753,Nc1c(I)cc(F)c(Br)c1F,0
C[C@H](CCCO)CNC1=CC(Br)=CC=C1N(=O)=O,35233979,C[C@H](CCCO)CNc1cc(Br)ccc1[N+](=O)[O-],0
OC1=C(Cl)C=C(Br)C=C1S(Cl)(=O)=O,35349695,O=S(=O)(Cl)c1cc(Br)cc(Cl)c1O,0
CC1=C(N)C(Br)=C(F)C=C1,35550938,Cc1ccc(F)c(Br)c1N,0
CC(C)(C)OC(=O)N1CCC(CC1)C1=C(F)C=C(Br)C=C1,35562872,CC(C)(C)OC(=O)N1CCC(c2ccc(Br)cc2F)CC1,0
COCCCN(C)C(=O)C1=CC=C(Br)C=C1,35657352,COCCCN(C)C(=O)c1ccc(Br)cc1,0
NC1=C(Br)C=C(F)C=C1C(F)F,35716006,Nc1c(Br)cc(F)cc1C(F)F,0
CC(C)(C)OC(=O)NC1=CC(=C(Br)C=C1)C(C)(C)O,36160924,CC(C)(C)OC(=O)Nc1ccc(Br)c(C(C)(C)O)c1,0
CC(=O)C1=C(C=CC(Br)=C1)N1C=CC=N1,36255937,CC(=O)c1cc(Br)ccc1-n1cccn1,0
CC1=C(C=C(C=C1Br)C(F)F)C#N,36492700,Cc1c(Br)cc(C(F)F)cc1C#N,0
CC(=O)C1=CC(Br)=C(OC2=C(F)C=C(F)C=C2)C=C1,36806168,CC(=O)c1ccc(Oc2ccc(F)cc2F)c(Br)c1,0
CC1=CC=C(CC#N)C=C1Br,36839199,Cc1ccc(CC#N)cc1Br,0
COC1=C(Br)C=C(F)C(C)=C1,36870083,COc1cc(C)c(F)cc1Br,0
COC(=O)C1=C(F)C=CC(Br)=C1C,36899024,COC(=O)c1c(F)ccc(Br)c1C,0
CC1=C(I)C=C(Br)C=C1N(=O)=O,37113724,Cc1c(I)cc(Br)cc1[N+](=O)[O-],0
BrCC1=C(I)C=C(Br)C=C1N(=O)=O,37113738,O=[N+]([O-])c1cc(Br)cc(I)c1CBr,0
CC(=O)C1=C(Br)C=C(F)C(F)=C1,37250112,CC(=O)c1cc(F)c(F)cc1Br,0
CC(C)OC1=CC(=C(C=O)C=C1Br)N(=O)=O,37332386,CC(C)Oc1cc([N+](=O)[O-])c(C=O)cc1Br,0
CC(=O)C1=CC(Br)=CC(Cl)=C1C,37333710,CC(=O)c1cc(Br)cc(Cl)c1C,0
CNC1=CC(F)=CC(Br)=C1,37860324,CNc1cc(F)cc(Br)c1,0
BrC1=CC=C(CC2CO2)C=C1,115302,Brc1ccc(CC2CO2)cc1,62826-21-5
BrC1=CC=C(C=C1)\N=C\C1=CC=CO1,133840,Brc1ccc(/N=C/c2ccco2)cc1,13533-23-8
CC1=NN(C=C1)C1=CC=C(Br)C=C1,135243,Cc1ccn(-c2ccc(Br)cc2)n1,98946-73-7
CC1=CC(=O)N(N1)C1=CC=C(Br)C=C1,161544,Cc1cc(=O)n(-c2ccc(Br)cc2)[nH]1,35496-21-0
COC1=CC(Br)=C(CC2NCCC3=CC4=C(OCO4)C=C23)C=C1OC,349488,COc1cc(Br)c(CC2NCCc3cc4c(cc32)OCO4)cc1OC,25888-41-9
BrC1=CC=C(CN2N=NC3=C2C=CC=C3)C=C1,526028,Brc1ccc(Cn2nnc3ccccc32)cc1,73798-62-6
ClC1=CC(C2=NC3=CC=CC=C3N2)=C(Br)C=C1,530163,Clc1ccc(Br)c(-c2nc3ccccc3[nH]2)c1,14225-85-5
BrC1=CC=C(C=C1)C1=NNN=C1,608544,Brc1ccc(-c2cn[nH]n2)cc1,59066-79-4
NNC1=C(F)C(F)=C(Br)C(F)=C1F,747801,NNc1c(F)c(F)c(Br)c(F)c1F,2797-79-7
BrC1=CC=C(NN=C(C(=O)C2=CC=CC=C2)C(=O)C2=CC=CC=C2)C=C1,758684,O=C(C(=NNc1ccc(Br)cc1)C(=O)c1ccccc1)c1ccccc1,24743-61-1
BrC1=CC=C(C=C1)N1C=C(C=O)C(=N1)C1=CC=CC=C1,885835,O=Cc1cn(-c2ccc(Br)cc2)nc1-c1ccccc1,36640-49-0
OC(=O)C1=CC=CC=C1NC(=O)C1=CC=C(Br)C=C1,1125795,O=C(Nc1ccccc1C(=O)O)c1ccc(Br)cc1,100874-12-2
BrC1=CC=C(C=C1)C(=O)CSC1=NC2=CC=CC=C2S1,1219279,O=C(CSc1nc2ccccc2s1)c1ccc(Br)cc1,23384-65-8
BrC1=CC=CC=C1C#CC1=NC=CC=C1,1310135,Brc1ccccc1C#Cc1ccccn1,0
CCOC(=O)C1=C(C)OC(=C1)C1=CC=C(Br)C=C1,1380808,CCOC(=O)c1cc(-c2ccc(Br)cc2)oc1C,111787-85-0
NC1=C(C=CC=C1)C(=O)NC1=CC=CC(Br)=C1,1463414,Nc1ccccc1C(=O)Nc1cccc(Br)c1,22312-63-6
BrC1=CC=C(\C=C2/SC3=CC=CC=C3C2=O)C=C1,1644012,O=C1/C(=C/c2ccc(Br)cc2)Sc2ccccc21,101000-97-9
BrC1=C(C=CC=C1)\N=N\C1=CC=CC=C1,1841840,Brc1ccccc1/N=N/c1ccccc1,4103-29-1
BrC1=CC=C(SCC#N)C=C1,1868098,N#CCSc1ccc(Br)cc1,0
OCCC(O)C1=CC(Br)=CC=C1,1869580,OCCC(O)c1cccc(Br)c1,51699-46-8
ClC(Cl)(Cl)C(=O)C1=CC=C(Br)C=C1,1873374,O=C(c1ccc(Br)cc1)C(Cl)(Cl)Cl,41262-33-3
CC1=CC(C(O)=O)=C(Br)C(C)=C1,1943839,Cc1cc(C)c(Br)c(C(=O)O)c1,7697-33-8
COC1=C(Br)C=C(C)C=C1N(=O)=O,1958591,COc1c(Br)cc(C)cc1[N+](=O)[O-],30435-75-7
BrC1=CC=C(OC2=CC(C=O)=CC=C2)C=C1,1958758,O=Cc1cccc(Oc2ccc(Br)cc2)c1,65295-62-7
FC(F)(F)C1=CC=C(Br)C2=C1C=CC=C2,1965795,FC(F)(F)c1ccc(Br)c2ccccc12,37827-77-3
COC1=C(OC)C(Br)=CC(C=CN(=O)=O)=C1,1986470,COc1cc(C=C[N+](=O)[O-])cc(Br)c1OC,54291-90-6
CC(=O)OC1=C(C)C(Br)=C(OC(C)=O)C2=C1C=CC=C2,2001222,CC(=O)Oc1c(C)c(Br)c(OC(C)=O)c2ccccc12,37794-07-3
CC(C)(C)N(O)C1=CC=C(Br)C=C1,2046572,CC(C)(C)N(O)c1ccc(Br)cc1,40686-35-9
CC(=O)NC(=O)C1=CC=C(Br)C=C1,2047115,CC(=O)NC(=O)c1ccc(Br)cc1,39549-67-2
OC(=O)C1=C(F)C(F)=C(F)C(F)=C1Br,2054399,O=C(O)c1c(F)c(F)c(F)c(F)c1Br,16583-04-3
CON=CC1=CC=C(Br)C=C1,2080572,CON=Cc1ccc(Br)cc1,33581-31-6
CCC1=CC(Br)=CC(=C1)C(O)=O,2083980,CCc1cc(Br)cc(C(=O)O)c1,342045-08-3
CC(=O)CSC1=CC=CC(Br)=C1,2092087,CC(=O)CSc1cccc(Br)c1,19075-34-4
CC(C)C(C(O)=O)C1=CC=C(Br)C=C1,2096385,CC(C)C(C(=O)O)c1ccc(Br)cc1,51632-30-5
CC1=CC(Br)=C(C=C1)S(Cl)(=O)=O,2098663,Cc1ccc(S(=O)(=O)Cl)c(Br)c1,89794-06-9
OC1=C(Br)C=C(C=C1)C1CCCCC1,2099481,Oc1ccc(C2CCCCC2)cc1Br,15460-06-7
CC1=CC(Br)=C(OCC(O)=O)C=C1,2108554,Cc1ccc(OCC(=O)O)c(Br)c1,25181-66-2
NC1=C(OCC2=C(Br)C=CC=C2)C=CC=C1,2110424,Nc1ccccc1OCc1ccccc1Br,3434-04-6
COP(=O)(OC)C(=[N]#N)C1=CC=C(Br)C=C1,2133730,COP(=O)(OC)C(=[N+]=[N-])c1ccc(Br)cc1,41920-24-5
OC(=O)CCC(=O)C1=CC=C(Br)C(=C1)N(=O)=O,2143314,O=C(O)CCC(=O)c1ccc(Br)c([N+](=O)[O-])c1,70324-97-9
FC1=CC=CC=C1C(=O)C1=C(NC(=O)CBr)C=CC(Br)=C1,2157320,O=C(CBr)Nc1ccc(Br)cc1C(=O)c1ccccc1F,1647-74-1
OC1=CC(Br)=C(C=C1)N=O,2206839,O=Nc1ccc(O)cc1Br,634603-83-1
BrC1=CC=C(C=C1)C#CC#C,2246366,C#CC#Cc1ccc(Br)cc1,60214-13-3
CC1=CC=C(C=C1)C(O)C1=CC=C(Br)C=C1,2267609,Cc1ccc(C(O)c2ccc(Br)cc2)cc1,29334-17-6
COC1=CC=C(C=C1)C(O)C1=CC=C(Br)C=C1,2276032,COc1ccc(C(O)c2ccc(Br)cc2)cc1,838-21-1
CC(C)(C)C1=CC(=C(C(Br)=C1)N(=O)=O)C(C)(C)C,2280515,CC(C)(C)c1cc(Br)c([N+](=O)[O-])c(C(C)(C)C)c1,80438-69-3
CC(C)(C)C(=O)\C=C\C1=CC=C(Br)C=C1,2328545,CC(C)(C)C(=O)/C=C/c1ccc(Br)cc1,56578-54-2
BrC1=C(C(=CC=C1)N(=O)=O)N(=O)=O,2331609,O=[N+]([O-])c1cccc(Br)c1[N+](=O)[O-],19613-76-4
OC1=C(C=C(C=O)C=C1Br)N(=O)=O,2331730,O=Cc1cc(Br)c(O)c([N+](=O)[O-])c1,98555-49-8
BrC1=C(C=C(C=C)C=C1)N(=O)=O,2362041,C=Cc1ccc(Br)c([N+](=O)[O-])c1,38383-33-4
CC1=C(CC2=CC=C(Br)C=C2)C=CC=C1,2364524,Cc1ccccc1Cc1ccc(Br)cc1,17100-49-1
BrC(C1=CC=CC=C1)C1=C(Br)C=CC=C1,2368616,Brc1ccccc1C(Br)c1ccccc1,29787-98-2
OC(C(=O)C1=CC=C(Br)C=C1)C1=CC=CC=C1,2375145,O=C(c1ccc(Br)cc1)C(O)c1ccccc1,33449-74-0
ClCCC1=CC=C(Br)C=C1,2433849,ClCCc1ccc(Br)cc1,23386-17-6
CC(C)CC1=CC=C(Br)C(C)=C1,2435700,Cc1cc(CC(C)C)ccc1Br,73206-52-7
CC1=CC(CBr)=CC(C)=C1Br,2438561,Cc1cc(CBr)cc(C)c1Br,35510-00-0
COC1=CC(=C(Br)C=C1)C(C)(C)C,2441467,COc1ccc(Br)c(C(C)(C)C)c1,14035-02-0
CCCNC(=O)C1=CC=CC(Br)=C1,2443592,CCCNC(=O)c1cccc(Br)c1,35306-74-2
CC(=O)C1=C(O)C(I)=CC(Br)=C1,2444274,CC(=O)c1cc(Br)cc(I)c1O,28467-11-0
OC1=C(Br)C(Cl)=C(Cl)C(Cl)=C1,2448022,Oc1cc(Cl)c(Cl)c(Cl)c1Br,57653-84-6
BrC1=CC=C(C=C1)C(=O)C1=CC(=CC=C1)N(=O)=O,2461015,O=C(c1ccc(Br)cc1)c1cccc([N+](=O)[O-])c1,62100-13-4
CC1=C(C(C)=C(Br)C(=C1C)N(=O)=O)N(=O)=O,2508024,Cc1c(C)c([N+](=O)[O-])c(Br)c(C)c1[N+](=O)[O-],5877-60-1
CC(=O)COC1=CC=CC=C1Br,2519275,CC(=O)COc1ccccc1Br,40100-63-8
COC1=C(OC(C)=O)C=CC(Br)=C1,2524515,COc1cc(Br)ccc1OC(C)=O,54145-18-5
BrC1=C2C=CC=CC2=C(C2=CC=CC=C12)C1=C2C=CC=CC2=CC2=C1C=CC=C2,2543554,Brc1c2ccccc2c(-c2c3ccccc3cc3ccccc23)c2ccccc12,122447-72-7
COC1=CC(S)=C(Br)C=C1,2554403,COc1ccc(Br)c(S)c1,13993-51-6
CCC(=O)C1=C(O)C(Br)=CC(C)=C1,2575226,CCC(=O)c1cc(C)cc(Br)c1O,2892-30-0
C\C(=C/C1=CC=C(Br)C=C1)C(O)=O,2575398,C/C(=C\c1ccc(Br)cc1)C(=O)O,0
CC1=CC(C)=C(Br)C(C)=C1C(O)=O,2577546,Cc1cc(C)c(C(=O)O)c(C)c1Br,5333-13-1
COC(=O)C1=CC=CC2=C1C=C(Br)C=C2,2578663,COC(=O)c1cccc2ccc(Br)cc12,93353-67-4
OC(=O)C1=CC(C(O)=O)=C(C=C1Br)C(O)=O,2588713,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1Br,13124-84-0
OC(=O)C1=CC2=C(C=CC=C2)C(Br)=C1,2614882,O=C(O)c1cc(Br)c2ccccc2c1,1013-80-5
COC1=CC2=C(C=C1)C=CC(OC)=C2Br,2615650,COc1ccc2ccc(OC)c(Br)c2c1,4614-11-3
COC1=CC2=C(C=C1)C(Br)=C(OC)C=C2,2615652,COc1ccc2c(Br)c(OC)ccc2c1,25315-10-0
CC(=O)C1=C(O)C=CC2=C1C=CC(Br)=C2,2616642,CC(=O)c1c(O)ccc2cc(Br)ccc12,33828-91-0
COC1=CC=C(C=CC(=O)C2=CC(Br)=CC=C2O)C=C1,2621092,COc1ccc(C=CC(=O)c2cc(Br)ccc2O)cc1,1776-04-1
